Timeline,Start time,Duration,Row,Instance number,CROSSING,Cross Destination,Cross Origins,Cross Outcome,Cross Type,Defending Actions,FIRST PHASE,Fouled,Goalkeeper Actions,OFFSIDE,Offsides,PEN AREA ENTRY,POSSESSION THIRDS,Pass Destination,Pass Outcome,Pass Outcome - Destination,Pass Type,Receiving Type,SECOND PHASE,SHOOTING,Scoring,Set Piece,Shooting Heat Graph,Shot Faced Location,Shots,TRANSITION,Turnover,Ungrouped,Notes,Flags
Individual XML,665.3610317446145,14.0,Deven Jackson,1,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1215.5265871230158,14.0,Deven Jackson,2,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Seam 2,,,,,,,,,,,,
Individual XML,1248.7165759537982,14.0,Deven Jackson,3,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1520.8849543480726,14.0,Deven Jackson,4,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,,
Individual XML,1739.0566439852607,14.0,Deven Jackson,5,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,1749.6166439696713,14.0,Deven Jackson,6,,CD Gold Zone,CO Zone XAL,Teammate Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,2040.3949773200113,13.999999999999773,Deven Jackson,7,,,,,,,,,,,Offside,,,,,,,,,,,,,,,,,,,
Individual XML,2122.0249432851474,14.0,Deven Jackson,8,,,,,,,,,,,,,,,Complete,,Neutral,Seam 2,,,,,,,,,,,,
Individual XML,2142.314931892007,14.0,Deven Jackson,9,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Gold Zone,,"SHOT ON TARGET, SHOT",,,,,
Individual XML,2306.1413945578233,14.0,Deven Jackson,10,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,2604.7066213081066,14.0,Deven Jackson,11,,,,,,,,,,,Offside,,,,,,,,,,,,,,,,,,,
Individual XML,2750.619330939626,14.0,Deven Jackson,12,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3106.343333334,14.0,Deven Jackson,13,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3113.033321995465,14.0,Deven Jackson,14,,,,,,,,,,,,,,,,,,,,,,,SL Gold Zone,,SHOT,,,,,
Individual XML,3318.766666666667,14.0,Deven Jackson,15,,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3403.245,14.0,Deven Jackson,16,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,SHOT ASSIST,,,,,
Individual XML,3779.371961451247,14.0,Deven Jackson,17,,,,,,,,,,,,,,,Complete,,Backwards,Seam 3,,,,,,,,,,,,
Individual XML,3794.311961451247,14.0,Deven Jackson,18,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,3867.0919614512472,14.0,Deven Jackson,19,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,3896.9883333333332,14.0,Deven Jackson,20,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,4882.963321975623,14.0,Deven Jackson,21,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,4949.443321619898,14.0,Deven Jackson,22,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,4952.563321602891,14.0,Deven Jackson,23,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Through,,,,,,,,,,,,,
Individual XML,5161.373299247449,14.0,Deven Jackson,24,,,,,,,,,,,,,,,,,,,,,,,SL Black Box,,SHOT,,,,,
Individual XML,5230.023231252834,14.0,Deven Jackson,25,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Around,,,,,,,,,,,,,
Individual XML,666.2010317446145,14.0,Rebekah Stott,1,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,776.1033219954649,14.0,Rebekah Stott,2,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,781.7433219954648,14.0,Rebekah Stott,3,,,,,,,,,,,,,,,Incomplete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,824.8233219954649,14.0,Rebekah Stott,4,,,,,,,,,,,,,,,Complete,,Around,Seam 2,,,,,,,,,,,,
Individual XML,964.2166666666667,14.0,Rebekah Stott,5,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,998.0366666666666,14.0,Rebekah Stott,6,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1004.7566666666667,14.0,Rebekah Stott,7,,,,,,,,,,,,,,,Incomplete,,Around,Neutral,,,,,,,,,,,,
Individual XML,1039.1866665121881,14.0,Rebekah Stott,8,,,,,,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,1157.4866212783447,14.0,Rebekah Stott,9,,,,,,,,,,,,,,,Incomplete,,Over,Seam 2,,,,,,,,,,,,
Individual XML,1172.386609957483,14.0,Rebekah Stott,10,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,1176.8266099248867,14.0,Rebekah Stott,11,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1264.3165758517573,14.0,Rebekah Stott,12,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1302.4665419189344,14.0,Rebekah Stott,13,,,,,,Ground Duel +,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,1378.754999689626,14.0,Rebekah Stott,14,,,,,,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,1476.4149659863945,14.0,Rebekah Stott,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1551.6149432936509,14.0,Rebekah Stott,16,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Over,Seam 2,,,,,,,,,,,,
Individual XML,1572.8149206320861,14.0,Rebekah Stott,17,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1753.1666326459751,14.0,Rebekah Stott,18,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1815.6233333134921,14.0,Rebekah Stott,19,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Through,Below,,,,,,,,,,,,
Individual XML,2275.353310642007,14.0,Rebekah Stott,20,,,,,,,,Fouled,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2338.988333306406,14.0,Rebekah Stott,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2601.7966326247165,14.0,Rebekah Stott,22,,,,,,,,,,,,,,Pass into box,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,3040.1899546159298,14.0,Rebekah Stott,23,,,,,,,,,,,,,,,Complete,,Neutral,,,,,,,,,,,,,
Individual XML,3056.00833332483,14.0,Rebekah Stott,24,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,3194.7116666666666,14.0,Rebekah Stott,25,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3221.5416666666665,14.0,Rebekah Stott,26,,CD Zone THREE C,"CO Zone FOUR C R, CO Zone FOUR C R",,,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,3256.5616666666665,14.0,Rebekah Stott,27,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,3265.451666666667,14.0,Rebekah Stott,28,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,3276.0116666666668,14.0,Rebekah Stott,29,,,,,,,,,,,,,,,,,,Below,,,,,,,,,TURNOVER,,,
Individual XML,3362.95,14.0,Rebekah Stott,30,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3383.085,14.0,Rebekah Stott,31,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,3388.005,14.0,Rebekah Stott,32,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,3397.965,14.0,Rebekah Stott,33,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,3419.17,14.0,Rebekah Stott,34,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3759.4519614512474,14.0,Rebekah Stott,35,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,3774.5719614512473,14.0,Rebekah Stott,36,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 2,,,,,,,,,,,,
Individual XML,3859.5319614512473,14.0,Rebekah Stott,37,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,3871.291961451247,14.0,Rebekah Stott,38,,,,,,,,,,,,,,,,,,Neutral,,,,,SL Zone ONE C,,SHOT,,,,,
Individual XML,3893.818333333333,14.0,Rebekah Stott,39,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,3900.108333333333,14.0,Rebekah Stott,40,,,,,,,,,,,,,,,,,,Below,,,,,,,,,TURNOVER,,,
Individual XML,3912.588333333333,14.0,Rebekah Stott,41,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4835.333333300737,14.0,Rebekah Stott,42,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4980.353299315476,14.0,Rebekah Stott,43,,,,,,Ground Duel +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,5005.123276638322,14.0,Rebekah Stott,44,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5149.733299309807,14.0,Rebekah Stott,45,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,5219.973253941326,14.0,Rebekah Stott,46,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,TURNOVER,,,
Individual XML,5494.009954648526,14.0,Rebekah Stott,47,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,5529.919931950113,14.0,Rebekah Stott,48,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,5620.313321988378,14.0,Rebekah Stott,49,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5664.673287939342,14.0,Rebekah Stott,50,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,5766.354954614512,14.0,Rebekah Stott,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5799.114954438775,14.0,Rebekah Stott,52,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Around,Seam 1,,,,,,,,,,,,
Individual XML,5822.954920623582,14.0,Rebekah Stott,53,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,5830.144909289966,14.0,Rebekah Stott,54,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,TURNOVER,,,
Individual XML,5937.128151899093,14.0,Rebekah Stott,55,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,6031.267516920351,14.0,Rebekah Stott,56,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6035.777505654762,14.0,Rebekah Stott,57,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6170.257312356859,14.0,Rebekah Stott,58,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Around,,,,,,,,,,,,,
Individual XML,6176.977312320011,14.0,Rebekah Stott,59,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6237.921655242347,14.0,Rebekah Stott,60,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6272.69164399093,14.0,Rebekah Stott,61,,,,,,,,,,,,,,Pass into box,Incomplete,Incomplete,Through,Neutral,,,,,,,,,,,,
Individual XML,6320.8983333333335,14.0,Rebekah Stott,62,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6343.378333333333,14.0,Rebekah Stott,63,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,6717.836666666667,14.0,Rebekah Stott,64,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6752.156666666667,14.0,Rebekah Stott,65,,,,,,Ground Duel +,,,,,,,,Pass into F3,,Incomplete,,,,,,,,,,,,,,
Individual XML,6755.996666666667,14.0,Rebekah Stott,66,,,,,,Ground Duel +,,,,,,,,Pass into F3,,Complete,,,,,,,,,,,,,,
Individual XML,6764.636666666666,14.0,Rebekah Stott,67,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,6789.516666666666,14.0,Rebekah Stott,68,,,,,,,,,,,,,,,,,,,,,,,SL Zone TWO C,,SHOT,,,,,
Individual XML,6829.926666666666,14.0,Rebekah Stott,69,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,6884.286666666667,14.0,Rebekah Stott,70,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,6936.71,14.0,Rebekah Stott,71,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,7020.695,14.0,Rebekah Stott,72,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,7055.911666666667,14.0,Rebekah Stott,73,,CD Zone 00 L,CO Zone FOUR C R,Teammate Found,Floated,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7236.193333333334,14.0,Rebekah Stott,74,,,,,,,,,,,,,,,Complete,,Over,,,,,,,,,,,,,
Individual XML,7240.393333333333,14.0,Rebekah Stott,75,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Through,Neutral,,,,,,,,,,,,
Individual XML,7263.553333333333,14.0,Rebekah Stott,76,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,7271.713333333333,14.0,Rebekah Stott,77,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,7700.048333331916,14.0,Rebekah Stott,78,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,7731.326666666667,14.0,Rebekah Stott,79,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7772.326666666667,14.0,Rebekah Stott,80,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,7788.6466666666665,14.0,Rebekah Stott,81,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,7825.4033219954645,14.0,Rebekah Stott,82,,,,,,,,,,,,,,,Complete,,Around,Seam 1,,,,,,,,,,,,
Individual XML,668.8410317431973,14.0,Jacqui Hand,1,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,857.3733219954648,14.0,Jacqui Hand,2,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Zone 00 R,,SHOT,,,,,
Individual XML,880.3033219954649,14.0,Jacqui Hand,3,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,892.1833219954649,14.0,Jacqui Hand,4,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,980.0966666666667,14.0,Jacqui Hand,5,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Neutral,,,,,,,,,,,,,
Individual XML,1174.3066099433106,14.0,Jacqui Hand,6,,,,,,,,,,,,,,,Complete,,Backwards,Seam 1,,,,,,,,,,,,
Individual XML,1219.00658710034,14.0,Jacqui Hand,7,,,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,1262.2765758645126,14.0,Jacqui Hand,8,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1447.514999811508,14.0,Jacqui Hand,9,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1460.1549886394557,14.0,Jacqui Hand,10,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1478.5749659722221,14.0,Jacqui Hand,11,,,,,,,,,,,,,,,,,,Seam 2,,,,,,,,,,,,
Individual XML,1536.004954247449,14.0,Jacqui Hand,12,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,1756.0466326431406,14.0,Jacqui Hand,13,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Through,,,,,,,,,,,,,
Individual XML,1802.1833333319162,14.0,Jacqui Hand,14,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1809.3833333234127,14.0,Jacqui Hand,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2038.4849886522109,13.999999999999773,Jacqui Hand,16,,CD Black Box,CO Zone 00 R,Teammate Found,Whipped,,,,,,,,,,,,,Seam 3,,,,,,,SHOT ASSIST,,,,,
Individual XML,2088.5149770663265,14.0,Jacqui Hand,17,,,,,,Aerial Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2174.444920511621,14.0,Jacqui Hand,18,,,,,,INTERCEPTION +,,,,,,,,Pass into box,Complete,Complete,Through,,,,,,,,SHOT ASSIST,,,,,
Individual XML,2400.4283329776076,14.0,Jacqui Hand,19,,,,,,INTERCEPTION +,,,,,,,,Pass into box,,Complete,,,,,,,,,,,,,,
Individual XML,2406.838321952948,14.0,Jacqui Hand,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2728.5393310572563,14.0,Jacqui Hand,21,,,,,,Aerial Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3054.941666667,14.0,Jacqui Hand,22,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3070.948310654762,14.0,Jacqui Hand,23,,,,,,,,,,,,,,,Complete,,Through,Below,,,,,,,,,,,,
Individual XML,3074.068310637755,14.0,Jacqui Hand,24,,,,,,,,,,,,,,,Incomplete,,Around,Neutral,,,,,,,,,,,,
Individual XML,3108.0233333248298,14.0,Jacqui Hand,25,,,,,,,,,,,,,,Pass into box,Complete,Complete,Around,Below,,,,,,,,,,,,
Individual XML,3143.0533333333333,14.0,Jacqui Hand,26,,,,,,,,,,,,,,,Incomplete,,Neutral,Below,,,,,,,,,,,,
Individual XML,3171.4733333333334,14.0,Jacqui Hand,27,,,,,,,,,,,,,,,,,,Seam 3,,,,,SL Zone 00 R,,"SHOT ON TARGET, SHOT",,,,,
Individual XML,3202.3416666666667,14.0,Jacqui Hand,28,,,,,,,,,,,,,,,,,,Seam 1,,,,,,,,,,,,
Individual XML,3269.5316666666668,14.0,Jacqui Hand,29,,,,,,,,,,,,,,,Complete,,Backwards,Seam 3,,,,,,,,,,,,
Individual XML,3323.6266666666666,14.0,Jacqui Hand,30,,CD Gold Zone,CO Zone 00 R,Teammate Found,Cut Back,,,,,,,,,,,,,Seam 2,,,,,,,SHOT ASSIST,,,,,
Individual XML,3384.885,14.0,Jacqui Hand,31,,,,,,,,,,,,,,,Complete,,Backwards,Seam 2,,,,,,,,,,,,
Individual XML,3773.0119614512473,14.0,Jacqui Hand,32,,,,,,,,,,,,,,,Complete,,Over,Seam 1,,,,,,,,,,,,
Individual XML,3783.5719614512473,14.0,Jacqui Hand,33,,,CO Zone XAR,Teammate Not Found,Whipped,,,,,,,,,,,,,Below,,,,,,,,,,,,
Individual XML,3793.411961451247,14.0,Jacqui Hand,34,,,,,,,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,3796.4719614512474,14.0,Jacqui Hand,35,,,,,,,,,,,,,,,Incomplete,,Backwards,Below,,,,,,,,,,,,
Individual XML,3864.9319614512474,14.0,Jacqui Hand,36,,CD Gold Zone,CO Zone XAR,Teammate Found,Floated,,,,,,,,,,,,,Seam 3,,,,,,,,,,,,
Individual XML,3911.1483333333335,14.0,Jacqui Hand,37,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4843.37333325822,14.0,Jacqui Hand,38,,,,,,,,,,,,,,Pass into box,,Incomplete,,Below,,,,,,,,,,,,
Individual XML,4871.333333107993,14.0,Jacqui Hand,39,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4881.043321985544,14.0,Jacqui Hand,40,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,4940.803321665249,14.0,Jacqui Hand,41,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,4989.343287945011,14.0,Jacqui Hand,42,,,,,,,,,,,,,,,,,,,,,,,SL Zone 00 L,,"SHOT ON TARGET, SHOT",,,,,
Individual XML,5024.234875263605,14.0,Jacqui Hand,43,,,,,,,,,,,,,,Pass into box,,Incomplete,,Seam 1,,,,,,,,,,,,
Individual XML,5111.954852560941,14.0,Jacqui Hand,44,,CD Zone 00 L,CO Zone XAL,Teammate Found,Whipped,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5309.953231055839,14.0,Jacqui Hand,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,5317.033231018991,14.0,Jacqui Hand,46,,,,,,Ground Duel +,,,,,,,,Pass into box,,Incomplete,,,,,,,,,,,,,,
Individual XML,5334.313230925453,14.0,Jacqui Hand,47,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,5362.544886597222,14.0,Jacqui Hand,48,,,,,,INTERCEPTION +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,670.64103174178,14.0,Claudia Bunge,1,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,690.5610317318594,14.0,Claudia Bunge,2,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Neutral,,,,,,,,,,,,
Individual XML,728.223333313492,14.0,Claudia Bunge,3,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,755.4633332993197,14.0,Claudia Bunge,4,,,,,,,,,,,,,,,Incomplete,,Around,Below,,,,,,,,,,,,
Individual XML,779.2233219954649,14.0,Claudia Bunge,5,,,,,,,,,,,,,,,Complete,,Around,Neutral,,,,,,,,,,,,
Individual XML,818.7033219954649,14.0,Claudia Bunge,6,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,1000.6766666666666,14.0,Claudia Bunge,7,,,,,,,,,,,,,,,Complete,,Neutral,Neutral,,,,,,,,,,,,
Individual XML,1043.2666664852609,14.0,Claudia Bunge,8,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1154.1066325623583,14.0,Claudia Bunge,9,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,1209.2865871641156,14.0,Claudia Bunge,10,,,,,,Ground Duel +,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,1212.2865871442743,14.0,Claudia Bunge,11,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1266.8365758333334,14.0,Claudia Bunge,12,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1271.6365758007369,14.0,Claudia Bunge,13,,,,,,,,,,,,,,,Complete,,Around,Below,,,,,,,,,,,,
Individual XML,1319.7165305272108,14.0,Claudia Bunge,14,,,,,,,,,,,,,,Pass into F3,Complete,Complete,Over,Neutral,,,,,,,,,,,,
Individual XML,1347.1949998993764,14.0,Claudia Bunge,15,,,,,,,,,,,,,,,Complete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1534.4449542573695,14.0,Claudia Bunge,16,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,1540.564954217687,14.0,Claudia Bunge,17,,,,,,,,,,,,,,,Complete,,Backwards,Neutral,,,,,,,,,,,,
Individual XML,1578.3949092899659,14.0,Claudia Bunge,18,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Seam 1,,,,,,,,,,,,
Individual XML,1605.3914739115646,14.0,Claudia Bunge,19,,,,,,,,,,,,,,,Incomplete,,Backwards,Below,,,,,,,,,,,,
Individual XML,1664.036666667,14.0,Claudia Bunge,20,,,,,,,,,,,,,,,,,,,,,,,SL Black Box,,SHOT,,,,,
Individual XML,1832.713321978458,14.0,Claudia Bunge,21,,,,,,Ground Duel +,,,,,,,,,Complete,,Backwards,,,,,,,,,,,,,
Individual XML,1896.1815192035147,14.0,Claudia Bunge,22,,,,,,,,,,,,,,Pass into F3,Incomplete,Incomplete,Over,Neutral,,,,,,,,,,,,
Individual XML,2320.5413944827096,14.0,Claudia Bunge,23,,,,,,,,,,,,,,,Complete,,Through,Neutral,,,,,,,,,,,,
Individual XML,2470.646655286281,14.0,Claudia Bunge,24,,,,,,,,,,,,,,,Complete,,Through,Seam 1,,,,,,,,,,,,
Individual XML,2555.526666667,14.0,Claudia Bunge,25,,,,,,,,,,,,,,,,,,,,,,,SL Black Box,,SHOT,,,,,
Individual XML,2738.139331006236,14.0,Claudia Bunge,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2754.299319727891,14.0,Claudia Bunge,27,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,2760.179319696712,14.0,Claudia Bunge,28,,,,,,Ground Duel +,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,2949.254387482993,14.0,Claudia Bunge,29,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,3042.5899546031746,14.0,Claudia Bunge,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3140.093333334,14.0,Claudia Bunge,31,,,,,,INTERCEPTION +,,,,,,,,Pass into F3,Complete,Complete,Around,,,,,,,,,,,,,
Individual XML,3152.153333333333,14.0,Claudia Bunge,32,,,,,,Ground Duel -,,,,,,,,,,,,,,,,,,,,,,,,
Individual XML,3200.5416666666665,14.0,Claudia Bunge,33,,,,,,,,,,,,,,,Complete,,Around,,,,,,,,,,,,,
Individual XML,3261.3716666666664,14.0,Claudia Bunge,34,,,,,,,,,,,,,,,Complete,,Neutral,Below,,,,,,,,,,,,
Individual XML,3289.0916666666667,14.0,Claudia Bunge,35,,,,,,,,,,,,,,,Complete,,Neutral,Seam 1,,,,,,,,,,,,
Individual XML,3802.9519614512474,14.0,Claudia Bunge,36,,,,,,,,,,,,,,"Pass into F3, Pass into box",Complete,"Complete, Incomplete",Over,Below,,,,,,,SHOT ASSIST,,,,,
Individual XML,4899.88332188492,14.0,Claudia Bunge,37,,,,,,,,,,,,,,,,,,Neutral,,,,,,,,,TURNOVER,,,
Individual XML,4946.323321636904,14.0,Claudia Bunge,38,,,,,,INTERCEPTION +,,,,,,,,,Complete,,Over,,,,,,,,,,,,,
